threshold,sigma,seed,terms,n_terms,coef,coef_rel_error,kept_true_term,right_term_set,recovered
0.0001,2e-08,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3341012760528765,0.0005759570396574598,True,False,False
0.0001,2e-08,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3340879740573526,0.0005659805430144882,True,False,False
0.0001,2e-08,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3341115717132708,0.0005836787849531344,True,False,False
0.0001,5e-08,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3382880669974488,0.0037160502480866886,True,False,False
0.0001,5e-08,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3383541926580675,0.0037656444935507127,True,False,False
0.0001,5e-08,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.338276943630911,0.0037077077231832956,True,False,False
0.0001,5e-08,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.338234791518538,0.0036760936389035326,True,False,False
0.0001,5e-08,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3382986768895055,0.0037240076671292144,True,False,False
0.0001,1e-07,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3489388282653039,0.011704121198977957,True,False,False
0.0001,1e-07,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3491260212358753,0.011844515926906551,True,False,False
0.0001,1e-07,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.348916776775584,0.011687582581688116,True,False,False
0.0001,1e-07,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3488455045417147,0.011634128406286082,True,False,False
0.0001,1e-07,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3489571174001882,0.011717838050141205,True,False,False
0.0001,2e-07,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.366592211242909,0.024944158432181784,True,False,False
0.0001,2e-07,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3669940125861777,0.02524550943963333,True,False,False
0.0001,2e-07,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3666294851251033,0.024972113843827526,True,False,False
0.0001,2e-07,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.366627397776792,0.024970548332594045,True,False,False
0.0001,2e-07,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3666585172075407,0.0249938879056556,True,False,False
0.0001,5e-07,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3278359864675642,0.004123010149326811,True,False,False
0.0001,5e-07,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.329054206166632,0.003209345375025985,True,False,False
0.0001,5e-07,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3286734910560263,0.0034948817079802352,True,False,False
0.0001,5e-07,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.329264380712294,0.0030517144657795092,True,False,False
0.0001,5e-07,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3284145601410142,0.0036890798942392777,True,False,False
0.0001,1e-06,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.1259296425752943,0.15555276806852925,True,False,False
0.0001,1e-06,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.1290951469989516,0.15317863975078622,True,False,False
0.0001,1e-06,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.1287154522315495,0.15346341082633785,True,False,False
0.0001,1e-06,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.1304426568576598,0.15216800735675512,True,False,False
0.0001,1e-06,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.127679080787417,0.15424068940943714,True,False,False
0.0001,1e-05,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.051752063173115495,0.9611859526201634,True,False,False
0.0001,1e-05,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0521877796982509,0.9608591652263119,True,False,False
0.0001,1e-05,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.05246410565804183,0.9606519207564685,True,False,False
0.0001,1e-05,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.05283754501897246,0.9603718412357707,True,False,False
0.0001,1e-05,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.051978453908525735,0.9610161595686056,True,False,False
0.0001,0.0001,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005452544785479029,0.9995910591410891,True,False,False
0.0001,0.0001,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005296268674829984,0.9996027798493877,True,False,False
0.0001,0.0001,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005610651653887047,0.9995792011259584,True,False,False
0.0001,0.0001,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005585891541114998,0.9995810581344163,True,False,False
0.0001,0.0001,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005321266622318838,0.9996009050033261,True,False,False
0.0001,0.001,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.3038750446540035e-05,0.9999902209371652,True,False,False
0.0001,0.001,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.250958380444068e-05,0.9999906178121467,True,False,False
0.0001,0.001,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.4700881456040558e-05,0.999988974338908,True,False,False
0.0001,0.001,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,6.789791411578195e-06,0.9999949076564413,True,False,False
0.0001,0.001,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.1876113259206919e-05,0.9999910929150555,True,False,False
0.0001,0.01,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.1951500175763657e-05,0.9999910363748682,True,False,False
0.0001,0.01,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.6185714750231652e-05,0.9999878607139373,True,False,False
0.0001,0.01,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.558804814946477e-05,0.9999883089638879,True,False,False
0.0001,0.01,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,5.877028927900978e-06,0.999995592228304,True,False,False
0.0001,0.01,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.578622196073816e-05,0.9999881603335294,True,False,False
0.001,0.0,0,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.001,0.0,1,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.001,0.0,2,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.001,0.0,3,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.001,0.0,4,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.001,1e-09,0,u_xx,1,1.333338135543467,3.6016576003272682e-06,True,True,True
0.001,1e-09,1,u_xx,1,1.333338191086119,3.6433145893521868e-06,True,True,True
0.001,1e-09,2,u_xx,1,1.3333381422935917,3.606720193838342e-06,True,True,True
0.001,1e-09,3,u_xx,1,1.333338140053904,3.6050404280119075e-06,True,True,True
0.001,1e-09,4,u_xx,1,1.333338170109363,3.6275820222697597e-06,True,True,True
0.001,2e-09,0,u_xx,1,1.3333380797376302,3.559803222696889e-06,True,True,True
0.001,2e-09,1,u_xx,1,1.333338190838657,3.6431289928140487e-06,True,True,True
0.001,2e-09,2,u_xx,1,1.3333380934263717,3.570069778802143e-06,True,True,True
0.001,2e-09,3,u_xx,1,1.3333380890067894,3.566755092110352e-06,True,True,True
0.001,2e-09,4,u_xx,1,1.3333381490547547,3.6117910660604657e-06,True,True,True
0.001,5e-09,0,u_xx,1,1.3333377439441176,3.307958088283325e-06,True,True,True
0.001,5e-09,1,u_xx,1,1.3333380218144295,3.5163608221866482e-06,True,True,True
0.001,5e-09,2,u_xx,1,1.3333377795795183,3.3346846387560802e-06,True,True,True
0.001,5e-09,3,u_xx,1,1.3333377689790868,3.3267343151899276e-06,True,True,True
0.001,5e-09,4,u_xx,1,1.3333379186267056,3.438970029245869e-06,True,True,True
0.001,1e-08,0,u_xx,1,1.3333366230359867,2.4672769900480063e-06,True,True,True
0.001,1e-08,1,u_xx,1,1.3333371791684137,2.884376310297032e-06,True,True,True
0.001,1e-08,2,u_xx,1,1.3333366990185014,2.5242638760913927e-06,True,True,True
0.001,1e-08,3,u_xx,1,1.3333366793127637,2.5094845728101944e-06,True,True,True
0.001,1e-08,4,u_xx,1,1.3333369770333374,2.732775003122523e-06,True,True,True
0.001,2e-08,0,u|u_xx|u*u_xx,3,1.3334392992492916,7.947443696876277e-05,True,False,False
0.001,2e-08,1,u|u_xx|u*u_xx,3,1.3334402932442766,8.021993320750376e-05,True,False,False
0.001,2e-08,2,u|u_xx|u*u_xx,3,1.3334369007029148,7.767552718612736e-05,True,False,False
0.001,2e-08,3,u|u_xx|u*u_xx,3,1.333436710793105,7.753309482888548e-05,True,False,False
0.001,2e-08,4,u|u_xx|u*u_xx,3,1.3334390084375358,7.925632815192207e-05,True,False,False
0.001,5e-08,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.33797279208257,0.0034795940619274934,True,False,False
0.001,5e-08,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3380295953180283,0.003522196488521312,True,False,False
0.001,5e-08,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3379552019821903,0.0034664014866427895,True,False,False
0.001,5e-08,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.337916807859985,0.0034376058949888155,True,False,False
0.001,5e-08,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.337980578460877,0.0034854338456577483,True,False,False
0.001,1e-07,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3486500143270683,0.0114875107453013,True,False,False
0.001,1e-07,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3488298910121885,0.011622418259141454,True,False,False
0.001,1e-07,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3486219994930573,0.011466499619793014,True,False,False
0.001,1e-07,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3485538958844685,0.011415421913351431,True,False,False
0.001,1e-07,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3486655571060782,0.011499167829558676,True,False,False
0.001,2e-07,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3664410034277688,0.02483075257082662,True,False,False
0.001,2e-07,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.366840118301058,0.025130088725793476,True,False,False
0.001,2e-07,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3664786173998869,0.024858963049915195,True,False,False
0.001,2e-07,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3664753516869876,0.024856513765240784,True,False,False
0.001,2e-07,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3665073444025075,0.02488050830188071,True,False,False
0.001,5e-07,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3278359864675642,0.004123010149326811,True,False,False
0.001,5e-07,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.329054206166632,0.003209345375025985,True,False,False
0.001,5e-07,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3286734910560263,0.0034948817079802352,True,False,False
0.001,5e-07,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.329264380712294,0.0030517144657795092,True,False,False
0.001,5e-07,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3284145601410142,0.0036890798942392777,True,False,False
0.001,1e-06,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1259700722783512,0.15552244579123653,True,False,False
0.001,1e-06,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1291366756335737,0.1531474932748197,True,False,False
0.001,1e-06,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1287560016876692,0.15343299873424804,True,False,False
0.001,1e-06,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.130485234432659,0.15213607417550568,True,False,False
0.001,1e-06,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1277192283838717,0.15421057871209615,True,False,False
0.001,1e-05,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.051756482799224006,0.9611826379005819,True,False,False
0.001,1e-05,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.052191461658000426,0.9608564037564997,True,False,False
0.001,1e-05,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.052466017386811795,0.9606504869598911,True,False,False
0.001,1e-05,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.05284130908983675,0.9603690181826224,True,False,False
0.001,1e-05,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.05198091095982304,0.9610143167801327,True,False,False
0.001,0.0001,0,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005452544785479029,0.9995910591410891,True,False,False
0.001,0.0001,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005296268674829984,0.9996027798493877,True,False,False
0.001,0.0001,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005610651653887047,0.9995792011259584,True,False,False
0.001,0.0001,3,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005585891541114998,0.9995810581344163,True,False,False
0.001,0.0001,4,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,0.0005321266622318838,0.9996009050033261,True,False,False
0.001,0.001,0,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.001,0.001,1,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.001,0.001,2,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.001,0.001,3,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.001,0.001,4,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.001,0.01,0,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.001,0.01,1,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,11,1.6185714750231652e-05,0.9999878607139373,True,False,False
0.001,0.01,2,1|u|u^2|u^3|u_x|u_xx|u_xxx|u*u_x|u*u_xx|u^2*u_x,10,1.555400271850397e-05,0.9999883344979611,True,False,False
0.001,0.01,3,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.001,0.01,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.5821614324940293e-05,0.9999881337892563,True,False,False
0.01,0.0,0,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.01,0.0,1,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.01,0.0,2,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.01,0.0,3,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.01,0.0,4,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.01,1e-09,0,u_xx,1,1.333338135543467,3.6016576003272682e-06,True,True,True
0.01,1e-09,1,u_xx,1,1.333338191086119,3.6433145893521868e-06,True,True,True
0.01,1e-09,2,u_xx,1,1.3333381422935917,3.606720193838342e-06,True,True,True
0.01,1e-09,3,u_xx,1,1.333338140053904,3.6050404280119075e-06,True,True,True
0.01,1e-09,4,u_xx,1,1.333338170109363,3.6275820222697597e-06,True,True,True
0.01,2e-09,0,u_xx,1,1.3333380797376302,3.559803222696889e-06,True,True,True
0.01,2e-09,1,u_xx,1,1.333338190838657,3.6431289928140487e-06,True,True,True
0.01,2e-09,2,u_xx,1,1.3333380934263717,3.570069778802143e-06,True,True,True
0.01,2e-09,3,u_xx,1,1.3333380890067894,3.566755092110352e-06,True,True,True
0.01,2e-09,4,u_xx,1,1.3333381490547547,3.6117910660604657e-06,True,True,True
0.01,5e-09,0,u_xx,1,1.3333377439441176,3.307958088283325e-06,True,True,True
0.01,5e-09,1,u_xx,1,1.3333380218144295,3.5163608221866482e-06,True,True,True
0.01,5e-09,2,u_xx,1,1.3333377795795183,3.3346846387560802e-06,True,True,True
0.01,5e-09,3,u_xx,1,1.3333377689790868,3.3267343151899276e-06,True,True,True
0.01,5e-09,4,u_xx,1,1.3333379186267056,3.438970029245869e-06,True,True,True
0.01,1e-08,0,u_xx,1,1.3333366230359867,2.4672769900480063e-06,True,True,True
0.01,1e-08,1,u_xx,1,1.3333371791684137,2.884376310297032e-06,True,True,True
0.01,1e-08,2,u_xx,1,1.3333366990185014,2.5242638760913927e-06,True,True,True
0.01,1e-08,3,u_xx,1,1.3333366793127637,2.5094845728101944e-06,True,True,True
0.01,1e-08,4,u_xx,1,1.3333369770333374,2.732775003122523e-06,True,True,True
0.01,2e-08,0,u_xx,1,1.3333322765396105,7.925952920651014e-07,True,True,True
0.01,2e-08,1,u_xx,1,1.3333333903664424,4.277483184322861e-08,True,True,True
0.01,2e-08,2,u_xx,1,1.3333324473506618,6.644870035876771e-07,True,True,True
0.01,2e-08,3,u_xx,1,1.3333324139197942,6.895601543099872e-07,True,True,True
0.01,2e-08,4,u_xx,1,1.3333330030595474,2.477053394067674e-07,True,True,True
0.01,5e-08,0,u|u_xx|u*u_xx,3,1.334105337476124,0.000579003107093079,True,False,False
0.01,5e-08,1,u|u_xx|u*u_xx,3,1.3341117015940638,0.0005837761955478915,True,False,False
0.01,5e-08,2,u|u_xx|u*u_xx,3,1.3340982394868666,0.0005736796151499801,True,False,False
0.01,5e-08,3,u|u_xx|u*u_xx,3,1.334096553101957,0.0005724148264678597,True,False,False
0.01,5e-08,4,u|u_xx|u*u_xx,3,1.3341034722275968,0.0005776041706976875,True,False,False
0.01,1e-07,0,1|u|u^2|u_xx|u*u_x|u*u_xx|(u_x)^2,7,1.3527261845392613,0.01454463840444603,True,False,False
0.01,1e-07,1,1|u|u^2|u_xx|u*u_x|u*u_xx|(u_x)^2,7,1.3528510866514647,0.014638314988598577,True,False,False
0.01,1e-07,2,1|u|u^2|u_xx|u*u_x|u*u_xx|(u_x)^2,7,1.35269328354445,0.014519962658337604,True,False,False
0.01,1e-07,3,1|u|u^2|u_xx|u*u_x|u*u_xx|(u_x)^2,7,1.3526113155335802,0.014458486650185176,True,False,False
0.01,1e-07,4,1|u|u^2|u_xx|u*u_x|u*u_xx|(u_x)^2,7,1.3526809947750558,0.014510746081291881,True,False,False
0.01,2e-07,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3664410034277688,0.02483075257082662,True,False,False
0.01,2e-07,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.366840118301058,0.025130088725793476,True,False,False
0.01,2e-07,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3664786173998869,0.024858963049915195,True,False,False
0.01,2e-07,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3664753516869876,0.024856513765240784,True,False,False
0.01,2e-07,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3665073444025075,0.02488050830188071,True,False,False
0.01,5e-07,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3278359864675642,0.004123010149326811,True,False,False
0.01,5e-07,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.329054206166632,0.003209345375025985,True,False,False
0.01,5e-07,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3286734910560263,0.0034948817079802352,True,False,False
